0.01	0.1	23.7	23.7041	23.7147	23.711	1
0.01	0.1	23.5	23.5055	23.5212	23.5157	1
0.01	0.1	23.8	23.7986	23.8119	23.8072	1
0.01	0.1	23.6	23.5993	23.6154	23.6097	1
0.01	0.15	23	23.7034	23.9492	23.8632	0
0.01	0.15	22.7	23.2298	23.1808	23.1979	0
0.01	0.15	22.8	24.0675	23.6392	23.7891	0
0.01	0.1	24.6	24.6229	24.6392	24.6335	1
0.01	0.2	24.5	24.507	24.5205	24.5157	1
0.01	0.1	24.8	23.5827	23.8954	23.7859	0
0.01	0.1	24.9	24.5334	24.582	24.565	0
0.01	0.2	24.3	24.3055	24.3162	24.3125	1
0.01	0.2	24.6	24.6112	24.6313	24.6243	1
0.01	0.2	24.4	24.4039	24.4238	24.4169	1
0.01	0.2	24.9	24.9127	24.9409	24.931	1
0.01	0.15	22.4	23.5223	23.2506	23.3457	0
0.01	0.15	22.3	23.3886	23.6878	23.5831	0
0.01	0.15	22.6	23.373	23.5518	23.4892	0
0.01	0.15	22.5	24.5404	24.8068	24.7136	0
0.01	0.1	22.9	23.592	23.697	23.6602	0
0.01	0.1	23	23.6068	23.5311	23.5576	0
0.01	0.15	23.2	23.1957	23.207	23.2031	1
0.01	0.1	23.1	24.558	24.6359	24.6086	0
0.01	0.15	23.1	23.7243	23.5283	23.5969	0
0.01	0.2	24	24.0055	24.0137	24.0108	1
0.01	0.15	22.9	24.3698	24.8335	24.6712	0
0.01	0.2	23.9	23.9066	23.9159	23.9126	1
0.01	0.2	24.7	24.7155	24.7355	24.7285	1
0.01	0.1	25.3	24.0184	23.8544	23.9118	0
0.01	0.1	25.2	24.7064	24.6933	24.6979	0
0.01	0.1	24.7	24.665	24.6826	24.6764	1
0.01	0.1	25.1	23.5871	23.5792	23.582	0
0.01	0.2	24.1	24.1039	24.1184	24.1133	1
0.01	0.2	25	25.0107	25.0419	25.031	1
0.01	0.1	25	24.7114	24.6817	24.6921	0
0.01	0.2	24.8	24.8209	24.8445	24.8362	1
0.01	0.2	24.2	24.207	24.215	24.2122	1
0.01	0.1	22.8	24.6045	24.4969	24.5346	0
0.01	0.1	23.3	23.4698	23.4845	23.4794	0
0.01	0.1	22.7	23.53	23.4845	23.5004	0
0.01	0.1	23.4	23.4654	23.4826	23.4766	0
0.01	0.1	23.2	23.6057	23.6662	23.6451	0
0.01	0.1	22.6	23.8695	24.2087	24.0899	0
0.01	0.1	24.3	24.3095	24.3191	24.3157	1
0.01	0.1	24.1	24.1071	24.1189	24.1148	1
0.01	0.1	22.2	23.7909	23.5817	23.6549	0
0.01	0.1	22.3	24.4161	24.5561	24.5071	0
0.01	0.1	26	24.7587	24.6585	24.6936	0
0.01	0.1	25.9	23.4875	23.6367	23.5845	0
0.01	0.1	25.8	24.7075	24.6275	24.6555	0
0.01	0.1	24	24.0046	24.0142	24.0109	1
0.01	0.1	23.9	23.9036	23.9174	23.9126	1
0.01	0.1	25.6	24.6014	24.6283	24.6189	0
0.01	0.1	24.2	24.2032	24.213	24.2096	1
0.01	0.15	22.1	23.5566	23.287	23.3814	0
0.01	0.1	24.5	24.513	24.5323	24.5256	1
0.01	0.1	25.5	24.0645	23.8635	23.9338	0
0.01	0.1	25.7	23.868	23.7268	23.7762	0
0.01	0.1	22.4	23.5195	23.6495	23.604	0
0.01	0.1	24.4	24.413	24.4301	24.4241	1
0.01	0.1	25.4	24.617	24.6472	24.6366	0
0.01	0.15	22.2	24.6546	24.6452	24.6485	0
0.01	0.15	22	23.4068	23.8462	23.6924	0
0.01	0.1	22.5	24.2518	23.8816	24.0112	0
0.01	0.25	24.1	24.1052	24.1183	24.1137	1
0.01	0.25	22.7	22.7018	22.7035	22.7029	1
0.01	0.25	22.8	22.7882	22.7953	22.7928	1
0.01	0.25	23.4	23.4004	23.4081	23.4054	1
0.01	0.25	23.6	23.5998	23.6098	23.6063	1
0.01	0.3	23.2	23.1977	23.2037	23.2016	1
0.01	0.3	23.3	23.3068	23.3088	23.3081	1
0.01	0.4	22.8	22.7932	22.7931	22.7931	1
0.01	0.4	22.9	22.9016	22.9102	22.9072	1
0.01	0.4	22.7	22.7055	22.7107	22.7089	1
0.01	0.4	23	22.9952	22.9969	22.9963	1
0.01	0.3	25.1	25.1093	25.1312	25.1236	1
0.01	0.25	23.9	23.9052	23.9163	23.9124	1
0.01	0.25	22.4	23.5641	24.545	24.2017	0
0.01	0.25	22.5	22.5836	22.5843	22.5841	0
0.01	0.25	23.8	23.8034	23.8114	23.8086	1
0.01	0.25	24	24.0062	24.0134	24.0109	1
0.01	0.25	22.6	22.5782	22.5907	22.5863	1
0.01	0.35	25	25.0121	25.0447	25.0333	1
0.01	0.35	23	22.9954	22.9984	22.9973	1
0.01	0.35	22.8	22.7909	22.7925	22.7919	1
0.01	0.25	23.7	23.705	23.7151	23.7116	1
0.01	0.35	23.1	23.1045	23.1086	23.1071	1
0.01	0.25	22.3	22.9441	23.19	23.1039	0
0.01	0.35	22.9	22.9025	22.9076	22.9058	1
0.01	0.35	24.8	24.8146	24.8367	24.829	1
0.01	0.35	24.9	24.9123	24.9412	24.9311	1
0.01	0.35	25.1	25.1116	25.1338	25.1261	1
0.01	0.3	22.9	22.902	22.9064	22.9049	1
0.01	0.3	23	22.9943	22.9986	22.9971	1
0.01	0.3	25.2	25.2048	25.2351	25.2245	1
0.01	0.3	25.8	25.8148	25.8211	25.8189	1
0.01	0.4	22.5	22.5079	22.5069	22.5072	1
0.01	0.3	25.7	25.7109	25.7579	25.7414	0
0.01	0.25	25	25.0127	25.0451	25.0337	1
0.01	0.3	25.9	25.905	25.9696	25.947	0
0.01	0.3	22.8	22.7912	22.7921	22.7918	1
0.01	0.35	25.8	25.8152	25.8157	25.8155	1
0.01	0.4	22.4	22.3945	22.3887	22.3907	1
0.01	0.3	26	26.0102	26.0922	26.0635	0
0.01	0.35	25.9	25.9043	25.9615	25.9415	0
0.01	0.35	23.6	23.6043	23.6103	23.6082	1
0.01	0.35	23.8	23.8027	23.8127	23.8092	1
0.01	0.25	24.8	24.8182	24.8415	24.8334	1
0.01	0.35	25.7	25.7136	25.7561	25.7412	0
0.01	0.35	23.7	23.7046	23.7145	23.7111	1
0.01	0.4	22.3	22.298	22.2928	22.2946	1
0.01	0.35	25.6	25.6154	25.6459	25.6352	1
0.01	0.35	23.9	23.905	23.9187	23.9139	1
0.01	0.4	23.8	23.8025	23.8122	23.8088	1
0.01	0.4	22.6	22.5786	22.5855	22.5831	1
0.01	0.3	24.6	24.6096	24.6277	24.6214	1
0.01	0.3	24.9	24.9127	24.9428	24.9322	1
0.01	0.3	24.7	24.7107	24.7287	24.7224	1
0.01	0.3	24.5	24.5055	24.5171	24.5131	1
0.01	0.35	24.5	24.5037	24.5166	24.5121	1
0.01	0.35	24.6	24.6054	24.6267	24.6192	1
0.01	0.3	24.2	24.2046	24.212	24.2094	1
0.01	0.4	23.2	23.2002	23.2041	23.2027	1
0.01	0.35	22.4	22.3882	22.3738	22.3789	1
0.01	0.35	24.7	24.7073	24.7264	24.7197	1
0.01	0.3	24.4	24.3977	24.4161	24.4096	1
0.01	0.35	22.5	22.5073	22.5074	22.5074	1
0.01	0.3	24.8	24.8157	24.8396	24.8312	1
0.01	0.3	25.5	25.5205	25.5566	25.544	0
0.01	0.35	22.7	22.7039	22.71	22.7079	1
0.01	0.3	25.3	25.2927	25.3366	25.3212	1
0.01	0.3	25.4	25.4087	25.4418	25.4302	1
0.01	0.35	22.6	22.5789	22.5907	22.5866	1
0.01	0.3	25	25.0132	25.0457	25.0343	1
0.01	0.35	24.4	24.3973	24.4114	24.4065	1
0.01	0.35	23.3	23.3055	23.3089	23.3077	1
0.01	0.35	22.3	22.2979	22.2914	22.2937	1
0.01	0.35	25.2	25.2032	25.2366	25.2249	1
0.01	0.35	25.5	25.5175	25.5537	25.541	0
0.01	0.4	23.7	23.7046	23.7148	23.7112	1
0.01	0.35	24.3	24.3029	24.3153	24.3109	1
0.01	0.4	23.4	23.4018	23.4075	23.4055	1
0.01	0.35	22.1	22.082	22.0844	22.0836	1
0.01	0.35	23.4	23.4014	23.408	23.4057	1
0.01	0.35	25.4	25.4057	25.4381	25.4267	1
0.01	0.35	23.5	23.5037	23.5128	23.5096	1
0.01	0.35	23.2	23.1995	23.2026	23.2015	1
0.01	0.4	22.1	22.0862	22.0891	22.0881	1
0.01	0.35	22.2	22.1911	22.1936	22.1927	1
0.01	0.4	22.2	22.1959	22.1988	22.1978	1
0.01	0.35	22	22.008	21.9906	21.9967	1
0.01	0.4	24.2	24.2059	24.211	24.2092	1
0.01	0.35	24.1	24.1045	24.1166	24.1124	1
0.01	0.3	23.1	23.1032	23.107	23.1057	1
0.01	0.35	24.2	24.2064	24.2102	24.2089	1
0.01	0.35	24	24.0054	24.012	24.0097	1
0.01	0.35	26	26.0046	26.0645	26.0436	0
0.01	0.4	23.5	23.5043	23.5122	23.5094	1
0.01	0.4	24.4	24.4	24.4042	24.4027	1
0.01	0.4	23.3	23.305	23.3094	23.3079	1
0.01	0.4	23.1	23.1043	23.1076	23.1064	1
0.01	0.4	24	24.0041	24.013	24.0099	1
0.01	0.4	23.9	23.9046	23.9162	23.9121	1
0.01	0.4	24.1	24.1032	24.1163	24.1117	1
0.01	0.35	25.3	25.2966	25.3228	25.3136	1
0.01	0.4	24.3	24.3029	24.3147	24.3106	1
0.01	0.4	23.6	23.6034	23.611	23.6083	1
0.01	0.4	22	22.01	22.0014	22.0044	1
0.01	0.3	23.9	23.9057	23.9161	23.9124	1
0.01	0.3	24	24.0062	24.0133	24.0108	1
0.01	0.3	23.8	23.8018	23.8118	23.8083	1
0.01	0.3	25.6	25.618	25.6444	25.6352	1
0.01	0.3	23.4	23.3996	23.4084	23.4053	1
0.01	0.3	23.5	23.5059	23.5122	23.51	1
0.01	0.3	23.7	23.7052	23.7145	23.7112	1
0.01	0.3	24.3	24.303	24.3166	24.3119	1
0.01	0.3	24.1	24.1046	24.1173	24.1129	1
0.01	0.3	23.6	23.6029	23.6111	23.6082	1
0.01	0.25	23.2	23.1986	23.2052	23.2029	1
0.01	0.25	23.3	23.3048	23.309	23.3076	1
0.01	0.25	22.9	22.9014	22.9041	22.9032	1
0.01	0.25	23	22.9943	22.999	22.9974	1
0.01	0.3	22.6	22.5809	22.5927	22.5886	1
0.01	0.25	23.5	23.5055	23.5118	23.5096	1
0.01	0.25	23.1	23.1032	23.1068	23.1056	1
0.01	0.3	22.7	22.7027	22.7078	22.706	1
0.01	0.25	24.5	24.5062	24.5186	24.5142	1
0.01	0.25	24.6	24.6102	24.6311	24.6237	1
0.01	0.25	24.4	24.4	24.4209	24.4136	1
0.01	0.25	24.7	24.7127	24.7312	24.7247	1
0.01	0.25	24.2	24.208	24.2126	24.211	1
0.01	0.25	24.9	24.9121	24.9423	24.9317	1
0.01	0.25	24.3	24.3034	24.3174	24.3125	1
0.01	0.15	25.8	25.0271	24.9531	24.979	0
0.01	0.15	25.9	24.4071	24.0072	24.1472	0
0.01	0.15	23.7	23.7034	23.7138	23.7102	1
0.01	0.2	23.1	23.102	23.1044	23.1036	1
0.01	0.15	25.6	25.1041	25.015	25.0462	0
0.01	0.2	22.2	24.7445	24.7686	24.7601	0
0.01	0.2	23.2	23.1982	23.2049	23.2026	1
0.01	0.2	23.6	23.6	23.6107	23.6069	1
0.01	0.15	23.8	23.8016	23.8125	23.8087	1
0.01	0.15	23.3	23.3029	23.3112	23.3083	1
0.01	0.2	22.7	22.908	22.8777	22.8883	0
0.01	0.15	25.7	23.7059	23.5531	23.6066	0
0.01	0.2	22.9	22.8945	22.8974	22.8964	1
0.01	0.2	22.8	22.9457	22.9772	22.9662	0
0.01	0.15	26	24.8729	24.8987	24.8897	0
0.01	0.15	24.2	24.2057	24.2121	24.2099	1
0.01	0.2	23.5	23.5041	23.5123	23.5094	1
0.01	0.2	23	22.9898	23.0009	22.997	1
0.01	0.2	22.1	23.5479	23.0662	23.2348	0
0.01	0.15	24.3	24.3075	24.3186	24.3147	1
0.01	0.15	23.6	23.5987	23.6107	23.6065	1
0.01	0.2	23.3	23.3029	23.3094	23.3071	1
0.01	0.15	23.5	23.5048	23.5137	23.5106	1
0.01	0.15	23.9	23.9066	23.9174	23.9136	1
0.01	0.2	22	22.9436	23.071	23.0264	0
0.01	0.15	24.1	24.1068	24.1184	24.1143	1
0.01	0.15	24	24.0055	24.0136	24.0107	1
0.01	0.15	25	25.0116	25.0362	25.0276	1
0.01	0.15	25.5	22.965	23.5802	23.3649	0
0.01	0.15	25.1	23.3018	23.939	23.716	0
0.01	0.15	25.2	23.5255	24.1213	23.9128	0
0.01	0.15	25.3	25.0012	24.9985	24.9994	0
0.01	0.15	25.4	25.0311	24.8922	24.9408	0
0.01	0.2	23.4	23.4	23.4097	23.4063	1
0.01	0.15	24.5	24.5102	24.5245	24.5195	1
0.01	0.15	24.4	24.4057	24.4282	24.4203	1
0.01	0.15	24.9	24.9107	24.9335	24.9255	1
0.01	0.2	25.3	25.327	25.3593	25.348	0
0.01	0.15	24.6	24.6173	24.6346	24.6286	1
0.01	0.15	24.8	24.8209	24.8462	24.8374	1
0.01	0.2	25.5	25.2991	25.3053	25.3031	0
0.01	0.2	25.2	25.2116	25.2384	25.229	1
0.01	0.2	22.3	23.3804	23.877	23.7032	0
0.01	0.2	25.6	25.3998	25.3533	25.3696	0
0.01	0.2	25.1	25.108	25.1132	25.1114	1
0.01	0.15	23.4	23.398	23.4121	23.4072	1
0.01	0.2	22.4	22.9129	22.9728	22.9518	0
0.01	0.2	22.6	22.9843	22.9049	22.9327	0
0.01	0.2	22.5	22.9634	22.8951	22.919	0
0.01	0.2	25.4	25.387	25.395	25.3922	1
0.01	0.15	24.7	24.7166	24.7396	24.7316	1
0.01	0.2	23.7	23.7059	23.7138	23.7111	1
0.01	0.1	22.1	23.7191	24.0902	23.9603	0
0.01	0.2	23.8	23.8023	23.8116	23.8084	1
0.01	0.1	22	24.5402	24.2202	24.3322	0
0.01	0.45	22.2	22.1973	22.1978	22.1976	1
0.01	0.4	25.9	25.9039	25.9567	25.9382	0
0.01	0.45	22.3	22.2962	22.293	22.2941	1
0.01	0.45	22.7	22.7043	22.713	22.7099	1
0.01	0.4	26	25.9889	26.0515	26.0296	0
0.01	0.45	22	22.0107	22.0054	22.0072	1
0.01	0.45	22.6	22.5798	22.588	22.5851	1
0.01	0.45	22.1	22.088	22.0924	22.0909	1
0.01	0.45	22.4	22.3966	22.3918	22.3935	1
0.01	0.45	22.5	22.505	22.5062	22.5058	1
0.01	0.4	25.8	25.8173	25.8228	25.8209	1
0.01	0.4	25.7	25.7118	25.7537	25.739	0
0.01	0.4	25.3	25.3054	25.3078	25.3069	1
0.01	0.4	25.6	25.6114	25.6452	25.6334	1
0.01	0.4	25.5	25.5164	25.5483	25.5371	1
0.01	0.4	25.4	25.4059	25.4354	25.4251	1
0.01	0.25	25.5	25.5243	25.5601	25.5476	0
0.01	0.25	25.6	25.622	25.642	25.635	1
0.01	0.25	25.1	25.1071	25.1248	25.1186	1
0.01	0.25	25.4	25.4146	25.448	25.4363	1
0.01	0.25	26	25.7793	25.581	25.6504	0
0.01	0.25	25.3	25.3062	25.3448	25.3313	1
0.01	0.25	25.7	25.7118	25.7767	25.754	0
0.01	0.25	25.9	25.7939	25.7213	25.7467	0
0.01	0.45	23.2	23.2	23.204	23.2026	1
0.01	0.2	25.8	24.3321	23.8608	24.0257	0
0.01	0.25	25.8	25.7332	25.6906	25.7055	0
0.01	0.45	23.3	23.3048	23.3103	23.3084	1
0.01	0.45	23.7	23.7061	23.7144	23.7115	1
0.01	0.45	23	22.995	22.9974	22.9966	1
0.01	0.45	23.1	23.1041	23.1095	23.1076	1
0.01	0.45	23.8	23.8043	23.8124	23.8096	1
0.01	0.45	24.2	24.2048	24.2106	24.2086	1
0.01	0.45	23.6	23.603	23.6096	23.6073	1
0.01	0.25	25.2	25.2068	25.2347	25.2249	1
0.01	0.45	22.9	22.9016	22.9094	22.9067	1
0.01	0.2	25.7	25.4452	25.33	25.3703	0
0.01	0.45	23.4	23.4014	23.4068	23.4049	1
0.01	0.45	24.3	24.3009	24.3145	24.3097	1
0.01	0.45	23.5	23.5052	23.513	23.5102	1
0.01	0.45	23.9	23.9062	23.9162	23.9127	1
0.01	0.45	24.1	24.103	24.1162	24.1116	1
0.01	0.45	24.6	24.6045	24.6245	24.6175	1
0.01	0.45	24	24.0037	24.012	24.0091	1
0.01	0.45	24.4	24.3991	24.4008	24.4002	1
0.01	0.45	24.5	24.5023	24.5147	24.5104	1
0.01	0.45	24.7	24.7062	24.7237	24.7176	1
0.01	0.3	22.4	22.3723	22.3733	22.3729	1
0.01	0.3	22	22.2693	22.2636	22.2656	0
0.01	0.3	22.2	22.1662	22.1408	22.1497	0
0.01	0.3	22.1	22.4239	21.498	21.8221	0
0.01	0.3	22.3	22.2993	22.2928	22.2951	1
0.01	0.3	22.5	22.5064	22.5068	22.5067	1
0.01	0.2	25.9	25.2295	25.2139	25.2194	0
0.01	0.45	22.8	22.7923	22.7923	22.7923	1
0.01	0.25	22.1	23.1586	23.4211	23.3292	0
0.01	0.25	22	23.7007	24.8228	24.4301	0
0.01	0.2	26	25.4134	25.1228	25.2245	0
0.01	0.25	22.2	22.8957	23.1505	23.0613	0
0.01	0.45	24.8	24.8114	24.8349	24.8267	1
0.01	0.45	24.9	24.9129	24.9394	24.9301	1
0.01	0.4	25.1	25.1102	25.1349	25.1262	1
0.01	0.4	24.7	24.7077	24.7264	24.7199	1
0.01	0.4	24.5	24.5048	24.5158	24.5119	1
0.01	0.4	24.9	24.913	24.9405	24.9309	1
0.01	0.4	24.6	24.6048	24.6254	24.6182	1
0.01	0.4	24.8	24.812	24.8362	24.8277	1
0.01	0.4	25	25.0129	25.0437	25.0329	1
0.01	0.4	25.2	25.2027	25.2358	25.2242	1
0.01	0.45	25.1	25.1112	25.1359	25.1272	1
0.01	0.45	25.2	25.2037	25.2357	25.2245	1
0.01	0.45	25	25.0116	25.0413	25.0309	1
0.01	0.45	25.5	25.5161	25.5428	25.5334	1
0.01	0.45	25.3	25.3043	25.2986	25.3006	1
0.01	0.45	25.6	25.6104	25.6452	25.633	1
0.01	0.45	25.4	25.4041	25.4328	25.4227	1
0.01	0.5	23.4	23.4023	23.4079	23.4059	1
0.01	0.5	23.2	23.1996	23.2017	23.201	1
0.01	0.5	23.3	23.3048	23.3097	23.308	1
0.01	0.5	23.5	23.5054	23.5097	23.5082	1
0.01	0.5	22	22.0114	22.01	22.0105	1
0.01	0.5	24.2	24.205	24.2097	24.2081	1
0.01	0.5	24.4	24.3998	24.3991	24.3994	1
0.01	0.5	22.2	22.1975	22.1974	22.1974	1
0.01	0.5	24.5	24.5025	24.5139	24.5099	1
0.01	0.5	24.3	24.3012	24.3137	24.3094	1
0.01	0.5	22.3	22.2977	22.295	22.2959	1
0.01	0.5	24.8	24.8091	24.8348	24.8258	1
0.01	0.5	23	22.9961	22.9966	22.9964	1
0.01	0.5	22.9	22.9039	22.9115	22.9089	1
0.01	0.5	23.1	23.1037	23.1087	23.1069	1
0.01	0.5	23.7	23.7041	23.7144	23.7108	1
0.01	0.45	25.9	25.9043	25.9524	25.9356	0
0.01	0.5	22.8	22.7927	22.7911	22.7916	1
0.01	0.45	25.8	25.8179	25.824	25.8219	1
0.01	0.5	23.6	23.6016	23.61	23.6071	1
0.01	0.5	23.9	23.9037	23.917	23.9124	1
0.01	0.5	24	24.0037	24.0113	24.0087	1
0.01	0.45	26	25.9823	26.0443	26.0226	1
0.01	0.5	23.8	23.8043	23.8118	23.8092	1
0.01	0.45	25.7	25.7139	25.7531	25.7394	0
0.01	0.5	22.7	22.7032	22.7124	22.7092	1
0.01	0.5	24.6	24.6032	24.6239	24.6167	1
0.01	0.5	24.1	24.1021	24.1156	24.1109	1
0.01	0.5	22.5	22.5068	22.5065	22.5066	1
0.01	0.5	22.6	22.5848	22.5852	22.5851	1
0.01	0.5	24.9	24.9129	24.9379	24.9291	1
0.01	0.5	22.4	22.3957	22.3947	22.3951	1
0.01	0.5	24.7	24.7071	24.7224	24.7171	1
0.01	0.5	22.1	22.0879	22.0938	22.0917	1
0.01	0.5	25.5	25.5137	25.5411	25.5315	1
0.01	0.5	25.4	25.4021	25.4308	25.4207	1
0.01	0.5	25.7	25.7132	25.7519	25.7384	0
0.01	0.5	25.8	25.815	25.8275	25.8231	1
0.01	0.5	25.6	25.6082	25.6421	25.6302	1
0.01	0.5	26	25.9964	26.0373	26.023	1
0.01	0.5	25.9	25.9036	25.9515	25.9347	0
0.01	0.5	25.1	25.1087	25.135	25.1258	1
0.01	0.5	25	25.0114	25.0418	25.0312	1
0.01	0.5	25.2	25.205	25.2359	25.2251	1
0.01	0.5	25.3	25.3046	25.2985	25.3006	1
